,address,chinese_company_name,company_name,district,email,fax,placement_type,telephone,valid_license
1139,"Room 407, 4th floor, Lu Plaza, 2-4 Wing Yip Street, Kwun Tong, Kowloon",None,SWING CONSULTING LIMITED,Kwun Tong District,admin@swing-hk.com,34262763,Office Staff / Executive Search,21800950,2009
1140,"Room 3208, 32nd floor, Central Plaza, 18 Harbour Road, Wan Chai, Hong Kong",None,Salomon Excel,None,None,None,Office Staff / Executive Search,None,2002
1141,"2nd floor, 33-35 Hillier Street, Sheung Wan, Hong Kong",None,Salt Talent Search HK Limited,Central and Western District,rong@welovesalt.com,,Office Staff / Executive Search,55011491,2017
1142,"Room 907-908, 9th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",None,Sapphire Search Limited,Yau Tsim Mong District,scheng@sapphire-search.com,None,Other Non-office Worker,None,2014
1143,"5th floor, Yardley Commercial Building, 1-6 Connaught Road West, Sheung Wan, Hong Kong",None,Sara Beattie Appointments Limited,Central and Western District,careers@sarabeattie.com,28274630,Office Staff / Executive Search,25079360,1991
1144,"Unit 701, 7th floor, Tower 2, Silvercord, 30 Canton Road, Tsim Sha Tsui, Kowloon",None,Scentise (Hong Kong) Limited,Yau Tsim Mong District,info@scentise.com,30078354,Office Staff / Executive Search,31732700,2011
1145,"27th floor, Bonham Circus, 40 Bonham Strand, Sheung Wan, Hong Kong",None,Seamatch Asia Limited,Central and Western District,cathy.chan@seamatch.com,30071947,Office Staff / Executive Search,21113772,2004
1146,"Room B, 27th floor, Bonham Circus, 40 Bonham Strand, Sheung Wan, Hong Kong",None,Seamatch Asia Limited,Central and Western District,cathy.chan@seamatch.com,30071947,"Office Staff / Executive Search, Other Non-office Worker",21113772,2011
1147,"Room 218, 2nd floor, Liven House, 61-63 King Yip Street, Kwun Tong, Kowloon",None,Search & Select International Limited,Kwun Tong District,info@searchselect.net,31050686,Office Staff / Executive Search,31068234,2002
1148,"Room 4A, 5th floor, Hung To Centre, 94-96 How Ming Street, Kwun Tong, Kowloon",None,Searchworld Hong Kong Company Limited,Kwun Tong District,Thomas.chiu@searchworldhk.com,None,Office Staff / Executive Search,66825025,2019
1149,"Room E, 1st floor, Kam Kin Mansion, 125 Caine Road, Mid-Levels, Hong Kong",None,Segue Partners Limited,None,None,None,Office Staff / Executive Search,None,2014
1150,"Room 5, Level 4, Energy Plaza, 92 Granville Road, Tsim Sha Tsui East, Kowloon",None,Selective Executive Search HK Limited,None,None,None,Office Staff / Executive Search,None,2010
1151,"Room 2003, 20th floor, Tower I, Lippo Centre, 89 Queensway, Central, Hong Kong",None,Sheffield Haworth (Asia) Limited,Central and Western District,ngoi@sheffieldhaworth.com,21101233,Office Staff / Executive Search,21101234,2006
1152,"27th floor, World Wide House, 19 Des Voeux Road Central, Central, Hong Kong",None,Shilton Sharpe Quarry Hong Kong Limited,None,None,None,Office Staff / Executive Search,None,2012
1153,"Room 2512, 25th floor, Office Tower, Langham Place, 8 Argyle Street, Mong Kok, Kowloon",None,Silicon Valley Associates Recruitment (Hong Kong) Limited,Yau Tsim Mong District,VAHID.HAGHZARE@SVARECRUITMENT.COM,None,"Office Staff / Executive Search, Other Non-office Worker",67006472,2019
1154,"Room 13, 48th floor, Office Tower, Langham Place, 8 Argyle Street, Mong Kok, Kowloon",None,Six People Map Consultancy Limited,Yau Tsim Mong District,toddwong@sixpeoplemap.com,None,Office Staff / Executive Search,21513009,2014
1155,"Room D1, 3rd floor, New Media Tower, 82 Hung To Road, Kwun Tong, Kowloon",None,SmartPlus Consulting Limited,Kwun Tong District,contact@smartplus-hk.com,None,Office Staff / Executive Search,28618733,2018
1156,"Suite 6630, 66th floor, The Center, 99 Queen's Road Central, Central, Hong Kong",None,Solomann Asia Pacific Limited,Central and Western District,inquiry@solomann.com,21229295,Office Staff / Executive Search,21229293,2004
1157,"Unit 1020, 10th floor, Tower B, New Mandarin Plaza, 14 Science Museum Road, Tsim Sha Tsui, Kowloon",None,Sophie Link Consulting Limited,Yau Tsim Mong District,sl@sopielink.com.hk,None,Office Staff / Executive Search,37073164,2018
1158,"Suites 1601-1603, 16th floor, Kinwick Centre, 32 Hollywood Road, Central, Hong Kong",None,Sovereign Business Solutions Limited,Central and Western District,HK@sovereigngroup.com,25450550,Office Staff / Executive Search,25421177,2018
1159,"Room 3203-07, 32nd floor, Sunlight Tower, 248 Queen's Road East, Wan Chai, Hong Kong",None,Spencer Ogden (Hong Kong) Limited,Wan Chai District,hongkong@spencer-ogden.com,58192351,Office Staff / Executive Search,22453350,2013
1160,"Suite 1701-4, 17th floor, Man Yee Building, 68 Des Voeux Road Central, Central, Hong Kong",None,Spencer Stuart and Associates (Hong Kong) Limited,Central and Western District,None,None,Office Staff / Executive Search,None,1994
1161,"Room 1801, 18th floor, Iuki Tower, 5 O'Brien Road, Wan Chai, Hong Kong",None,Spidernet Recruitment Services,Wan Chai District,ben@spidernetrs.com.hk,21551068,Office Staff / Executive Search,21552230,2007
1162,"Unit 120, 45th floor, Lee Garden One, 33 Hysan Avenue, Causeway Bay, Hong Kong",None,Spring Professional (Hong Kong) Limited,Wan Chai District,Kenneth.Koo@springasia.com,28028089,"Office Staff / Executive Search, Imported Worker",36516513,2013
1163,"Room 406B, 4th floor, Mirror Tower, 61 Mody Road, Tsim Sha Tsui East, Kowloon",None,SquareT Limited,Yau Tsim Mong District,squaret.10@outlook.com,None,"Office Staff / Executive Search, Other Non-office Worker",69776512,2014
1164,"15th floor, Soundwill Plaza II - Midtown, 1-29 Tang Lung Street, Causeway Bay, Hong Kong",None,Stanton Chase International,Wan Chai District,w.karkabi@stantonchase.com,None,Office Staff / Executive Search,25266319,2007
1165,"21st floor, Pearl Oriental House, 60 Stanley Street, Central, Hong Kong",None,Star Anise Limited,Central and Western District,office@staranise.com.hk,None,"Office Staff / Executive Search, Other Non-office Worker",34603531,2010
1166,"Room 9038, Block B, 9th floor, Chung Mei Centre, 15-17 Hing Yip Street, Kwun Tong, Kowloon",None,Step Forward Consultancy Limited,Kwun Tong District,roychan@stepforward.com.hk,None,Office Staff / Executive Search,65702620,2018
1167,"Room 701, 7th floor, Fa Yuen Commercial Building, 75-77 Fa Yuen Street, Mong Kok, Kowloon",None,Step Up HK Limited,Yau Tsim Mong District,brenda@stepup.com.hk,21793428,Office Staff / Executive Search,21793328,2016
1168,"18th floor, 128 Wellington Street, Central, Hong Kong",None,Steven Mok & Associates Limited,Central and Western District,stevemok@smahkg.com,,Office Staff / Executive Search,25110228,2003
1169,"Room 601, 6th floor, Yue Xiu Building, 160-174 Lockhart Road, Wan Chai, Hong Kong",None,Strategic Associates ( HK ) Limited,Wan Chai District,raycheung@strategicassociates.com.sg,28505306,Office Staff / Executive Search,28513373,2018
1170,"Shop 6, UG floor, Soho West Serviced Office, 76-82 Castle Peak Road, Sham Shui Po, Kowloon",None,Suitable & Joyful Employment Agency,Sham Shui Po District,sjeahk@gmail.com,None,"Local Domestic Helpers, Foreign Domestic Helpers, Other Non-office Worker",97507476/96684220,2019
1171,"Room B, 21st floor, Unionway Commercial Centre, 283 Queen's Road Central, Sheung Wan, Hong Kong",None,Super Search International Limited,Central and Western District,email@supersearch.com.hk,21229410,Office Staff / Executive Search,21807633,2005
1172,"Unit 2302, 23rd floor, New World Tower I, 18 Queen's Road Central, Central, Hong Kong",None,Synergi 33 Asia,Central and Western District,hyien@synergiasia.com,None,Office Staff / Executive Search,35881793,2017
1173,"Unit 503, Level 5, Tower II, Lippo Centre, 89 Queensway, Admiralty, Hong Kong",None,T & S Quantum Company Limited,Central and Western District,brenda@tsquantum.com,None,Office Staff / Executive Search,None,2004
1174,"Flat 17A, 11th floor, Por Mee Factory Building, 500 Castle Peak Road, Lai Chi Kok, Kowloon",T & Y 華僑(海外)僱傭站,T&Y (Oversea) Employment Agency,Sham Shui Po District,ty.agency@yahoo.com,39968924,Foreign Domestic Helpers,39968925,2013
1175,"Flat 15, 2nd floor, Block B, International Industrial Building, 501-503 Castle Peak Road, Lai Chi Kok, Kowloon",None,T ACADEMY,Sham Shui Po District,account01@t.academy,24563459,"Office Staff / Executive Search, Other Non-office Worker",24644595,2018
1176,"Room 302, 11th floor, Sun Fung Industrial Building, 8-12 Ma Kok Street, Tsuen Wan, New Territories",None,T P G CONSULTANT COMPANY,Wan Chai District,tpg888@biznetvigator.com,28073878,Foreign Domestic Helpers,25114668,2013
1177,"Unit 776, 7th floor, Low Block, Grand Millennium Plaza, 181 Queen's Road Central, Central, Hong Kong",None,TACK Savvy Consultant Limited,Central and Western District,kitty@tack-savvy.com,39569626,Office Staff / Executive Search,35116101,2019
1178,"Unit 4317, 43rd floor, AIA Tower, 183 Electric Road, North Point, Hong Kong",None,TALENT ADVANCE LIMITED,Eastern District,po.tai@techadvance.com.hk,None,Other Non-office Worker,39505089,2018
1179,"Room 602, 6th floor, Wah Yuen Building, 149 Queen's Road Central, Central, Hong Kong",None,TALENT PARTNER LIMITED,None,None,None,Office Staff / Executive Search,None,2011
1180,"Workshop No. 3, 6th & 8th floor, The Factory, 1 Yip Fat Street, Wong Chuk Hang, Hong Kong",None,TAMMARAK LIMITED,Southern District,ewong@bsmemail.com,27233108,Office Staff / Executive Search,27230728,2016
1181,"Unit 1202, 12th floor, Strand 50, 50 Bonham Strand, Sheung Wan, Hong Kong",None,TANGSPAC CONSULTING (HK) LIMITED,Central and Western District,conny.li@tangspac.com,31055575,Office Staff / Executive Search,25755587,2014
1182,"Room 702, 7th floor, Chinachem Century Tower, 178 Gloucester Road, Wan Chai, Hong Kong",None,TAYLOR COULTER LIMITED,Wan Chai District,enquiries@taylorcoulter.com.hk,25286918,Office Staff / Executive Search,25286900,2010
1183,"Unit 705, 7th floor, 9 Queen's Road Central, Central, Hong Kong",None,TAYLOR ROOT,Central and Western District,elaineso@thesrgroup.com,,Office Staff / Executive Search,30089000,2013
1184,"Unit 16, 12th floor, Metro Centre, 32 Lam Hing Street, Kowloon Bay, Kowloon",None,TCL Recruitment Agency,Kwun Tong District,dave@talentcl.com,21119600,Office Staff / Executive Search,31718028,2014
1185,"Room 608, 6th floor, Capitol Centre, 5-19 Jardine's Bazaar, Causeway Bay, Hong Kong",None,TEAM SPIRIT,Wan Chai District,teamspirit@hktrade.com,28909165,Office Staff / Executive Search,28810873,2018
1186,"2nd floor, Bonham Circus, 40-44 Bonham Strand, Sheung Wan, Hong Kong",None,TEKI'SPIRE LIMITED,Central and Western District,stephen.tse@teki'spire.com,None,Office Staff / Executive Search,34272230,2018
1187,"Level 18, Cambridge House, Taikoo Place, 979 King's Road, Quarry Bay, Hong Kong",None,TEKsystems,Eastern District,chris.croft@allegisgroup.com,34733100,Office Staff / Executive Search,34733111,2016
1188,"Room 1001, 10th floor, Block A, Sea View Estate, 2-8 Watson Road, North Point, Hong Kong",None,TELEDIRECT HONG KONG LIMITED,None,None,None,Office Staff / Executive Search,None,2011
1189,"Room 803, 8th floor, Loke Yew Building, 50-52 Queen's Road Central, Central, Hong Kong",None,THE BERRICK GROUP LIMITED,Central and Western District,stephen.small@berrickgroup.com,36222745,Office Staff / Executive Search,34688040,2010
1190,"Room 1001-2, 10th floor, Wilson House, 19 Wyndham Street, Central, Hong Kong",None,THE CHANGE GROUP,Central and Western District,elaine.yim@thechangegroup.com,None,Other Non-office Worker,39053681,2018
1191,"20th floor, Central Tower, 28 Queen's Road Central, Central, Hong Kong",None,THE CHAPMAN CONSULTING GROUP LIMITED,None,None,None,Office Staff / Executive Search,None,2013
1192,"36th floor, PCCW Tower, 979 King's Road, Taikoo Place, Quarry Bay, Hong Kong",None,THE GATE LIMITED,Eastern District,info@thegate.com.hk,None,Office Staff / Executive Search,37278742,2016
1193,"Room 1903, 19th floor, Emperor Group Centre, 288 Hennessy Road, Wan Chai, Hong Kong",None,THE HOMEWOOD GROUP LIMITED,Wan Chai District,info@homewood-group.com,None,Office Staff / Executive Search,81777247,2018
1194,"Flat 1503, 15th floor, Ricky Centre, 36 Chong Yip Street, Kwun Tong, Kowloon",None,THE INSURANCE GROUP (ASIA) LIMITED,Kwun Tong District,bmok@theinsurancegroup-asia.com,None,Office Staff / Executive Search,98538165,2012
1195,"Suite 1404, 14th floor, Tung Wai Commercial Building, 109-111 Gloucester Road, Wan Chai, Hong Kong",None,THE NANNY EXPERTS LIMITED,None,hello@thenannyexperts.hk,None,Other Non-office Worker,62956051,2014
1196,"Room 5B, 19th floor, The Centrium, 60 Wyndham Street, Central, Hong Kong",None,THE OMERTA GROUP,Central and Western District,jeanne-mari.gericke@omerta-group.com,None,Office Staff / Executive Search,37025650,2009
1197,"20th floor, Dina House, Ruttonjee Centre, 11 Duddell Street, Central, Hong Kong",None,THE OPTIONS GROUP (HONG KONG) LIMITED,Central and Western District,egong@optionsgroup.com,21551330,Office Staff / Executive Search,21551300,2011
1198,"Unit 705, 7th floor, 9 Queen's Road Central, Central, Hong Kong",None,THE SR GROUP (HONG KONG) LIMITED,Central and Western District,elaineso@thesrgroup.com,None,Office Staff / Executive Search,30089095,2013
1199,"Room 01, 5th floor, Tower 1, Enterprise Square, 9 Sheung Yuet Road, Kowloon Bay, Kowloon",None,THE STATION GROUP LIMITED,Kwun Tong District,,,Office Staff / Executive Search,28032335,2015
1200,"Office A, 26th floor, King Palace Plaza, 55 King Yip Street, Kwun Tong, Kowloon",None,THE V EXECUTIVE SEARCH COMPANY LIMITED,Wan Chai District,inquiry@v-execsearch.com,None,Office Staff / Executive Search,37054843,2018
1201,"Flat 430, 4th floor, Tung Hip Commercial Building, 244-248 Des Voeux Road Central, Sheung Wan, Hong Kong",None,THORNSTONE PROFESSIONAL SERVICES LIMITED,Central and Western District,michael_leung@thornstone.com.hk,,Office Staff / Executive Search,31760000,2010
1202,"16th floor, The Hong Kong Club Building, 3A Chater Road, Central, Hong Kong",None,TIERONE CONSULTANTS,Central and Western District,natalia@tierone-asia.com,None,Office Staff / Executive Search,28689432,2018
1203,"Level 27, Worldwide House, 19 Des Voeux Road Central, Central, Hong Kong",None,TOGNI & ZHAO LIMITED,Central and Western District,office@tognizhao.com,None,Other Non-office Worker,61906582,2012
1204,"Suite 07, 15th floor, Emperor Group Centre, 288 Hennessy Road, Wan Chai, Hong Kong",None,TOP EXECUTIVE (ASIA) LIMITED,Central and Western District,jackiemak@topexecutive.com,28451811,Office Staff / Executive Search,28016080,2009
1205,"Flat A, 1st floor, Kam Shing Building, 14-24 Stone Nullah Lane, Wan Chai, Hong Kong",None,TOP GAIN EMPLOYMENT AGENCY,Wan Chai District,burndychan@yahoo.com.hk,None,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker",94993335,2018
1206,"Unit 1002, 10th floor, Unicorn Trade Centre, 127-131 Des Voeux Road Central, Central, Hong Kong",None,TOPAZ CONSULTING,Central and Western District,nick.neal@pacificsearch.net,None,Office Staff / Executive Search,None,2019
1207,"Room 206-207, 2nd floor, Wayland C & I Building, 131-132 Connaught Road West, Sheung Wan, Hong Kong",None,TP3 LIMITED,Central and Western District,merltp3employment@gmail.com,None,Foreign Domestic Helpers,36895588,2011
1208,"Room 7, 5th floor, Premier Centre, 20 Cheung Shun Street, Cheung Sha Wan, Kowloon",None,TRANSPROTALENT LIMITED,Sham Shui Po District,OLI@TRANSPROTALENT.COM,None,Office Staff / Executive Search,56110071,2019
1209,"Unit 2802, 28th floor, Tower I, Admiralty Centre, 18 Harcourt Road, Admiralty, Hong Kong",None,TRINITY SEARCH LIMITED,Central and Western District,admin@trinsearch.com,None,Office Staff / Executive Search,63745907,2018
1210,"Room 100, 22nd floor, Yan's Tower, 27 Wong Chuk Hang Road, Aberdeen, Hong Kong",None,TRIPOD SOLUTIONS,Southern District,recruitment@tripodsolutions.biz,28135053,Office Staff / Executive Search,95083988,2016
1211,"11th floor, V Heun Building, 138 Queen's Road Central, Central, Hong Kong",None,TSG Search Group Limited,Central and Western District,info@tsgsearchgroup.com,None,Office Staff / Executive Search,37035165,2017
1212,"Units 1601-02, 16th floor, Car Po Commercial Building, 18-20 Lyndhurst Terrace, Central, Hong Kong",None,TTP CONSULTING LIMITED,Central and Western District,info@ttpconsulting.com.hk,24127033,Office Staff / Executive Search,28157706,2011
1213,"Flat 11-12, 12th floor, Lladro Centre, 72 Hoi Yuen Road, Kwun Tong, Kowloon",None,TWINKLE CAREER LIMITED,Kwun Tong District,info@twinklecareer.com,36925643,Office Staff / Executive Search,36925641,2013
1214,"Unit 384, 3rd floor, Peninsula Centre, 67 Mody Road, Tsim Sha Tsui, Kowloon",None,TYC EXECUTIVE SEARCH HK LIMITED,Yau Tsim Mong District,cheung.wong@tycoon.com.hk,35792721,Office Staff / Executive Search,69399687,2015
1215,"Room 922, 9th floor, Phase 1, Metro Centre, 32 Lam Hing Street, Kowloon Bay, Kowloon",None,TaaS Group Limited,Kwun Tong District,hr@taas.com.hk,23602786,Office Staff / Executive Search,23602818,2018
1216,"Room 04-05, 21st floor, Hang Seng North Point Building, 341 King's Road, North Point, Hong Kong",None,Tak Consulting Limited,Eastern District,aleung@takconsulting.com,28829601,Office Staff / Executive Search,21212328,2001
