,Unnamed: 0,address,chinese_company_name,company_name,district,email,fax,placement_type,telephone,valid_license
747,747,"9th floor, McDonald's Building, 46-54 Yee Wo Street, Causeway Bay, Hong Kong",None,Headshot Recruitment Limited,Wan Chai District,winniecheng@headshot.com.hk,29190398,Office Staff / Executive Search,29190327,2018
748,748,"Suite 3005, 30th floor, One Pacific Place, 88 Queensway, Admiralty, Hong Kong",None,Heidrick & Struggles Hong Kong Limited,Central and Western District,gli@heidrick.com,25198411,Office Staff / Executive Search,21039300,2004
749,749,"22nd floor, 3 Lockhart Road, Wan Chai, Hong Kong",None,Helex Asia Limited,Wan Chai District,None,None,Office Staff / Executive Search,None,2010
750,750,"The Desk, Ground floor, 511 Queen's Road West, Sai Ying Pun, Hong Kong",None,HelperChoice Ethical Services,Central and Western District,None,None,Foreign Domestic Helpers,None,2016
751,751,"Unit 1506, 15th floor, Tamson Plaza, 161 Wai Yip Street, Kwun Tong, Kowloon",None,HelperDB Limited,Kwun Tong District,helperdb0@gmail.com,28035377,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker, Other Non-office Worker",93660634,2018
752,752,"Room 1313, 13th floor, Wellborne Commercial Centre, 8 Java Road, North Point, Hong Kong",None,Helpful Company,Eastern District,helpful_1991@yahoo.com.hk,28878350,Foreign Domestic Helpers,28026292,1991
753,753,"Room 1602, 16th floor, Eastern Harbour Centre, 28 Hoi Chak Street, Quarry Bay, Hong Kong",None,Highliner Group Limited,Eastern District,info@hglasia.org,,Office Staff / Executive Search,29972447,2019
754,754,"Unit G1, 35th floor, Legend Tower, 7 Shing Yip Street, Kwun Tong, Kowloon",None,Highness Professional Consultants,Kwun Tong District,highnessjob@hotmail.com,None,Office Staff / Executive Search,None,2017
755,755,"Room 904, 9th floor, Loon Kee Building, 275 Des Voeux Road Central, Sheung Wan, Hong Kong",None,Highness Professional Consultants,None,None,None,Office Staff / Executive Search,None,2017
756,756,"Room 1912, 19th floor, Global Gateway Tower, 63 Wing Hong Street, Lai Chi Kok, Kowloon",None,Hire and Seek Limited,Sham Shui Po District,recruitment@hire-and-seek.com,30073837,Office Staff / Executive Search,81912286,2010
757,757,"10th floor, The Wave, 4 Hing Yip Street, Kwun Tong, Kowloon",None,Homelistic Nursing Care Limited,Kwun Tong District,None,None,Other Non-office Worker,38990980,2018
758,758,"Room 401, 4th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong",None,Hong Kong Labour & Manpower Consultants,None,None,None,Foreign Domestic Helpers,None,1992
759,759,"Suite 1106-08, 11th floor, Tai Yau Building, 181 Johnston Road, Wan Chai, Hong Kong",None,HornbyChapman Limited,Wan Chai District,liz@hornbychapman.com,None,Office Staff / Executive Search,63703301,2013
760,760,"Room 2006, 20th floor, Hua Qin International Building, 340 Queen's Road Central, Central, Hong Kong",None,Howard Search & Advisory Limited,Central and Western District,None,None,Office Staff / Executive Search,None,2014
761,761,"20th floor, Euro Trade Centre, 21-23 Des Voeux Road Central, Central, Hong Kong",None,Huddleston Jones Pty Limited,Central and Western District,arran@huddlestonjones.com,None,Office Staff / Executive Search,25216692,2017
762,762,"42nd floor, Central Plaza, 18 Harbour Road, Wan Chai, Hong Kong",None,Hudson RPO (Hong Kong) Limited,Wan Chai District,None,None,Office Staff / Executive Search,90922935,2018
763,763,"8th floor, Green 18, 18 Science Park East Avenue, HK Science Park, Shatin, New Territories",None,Human Capital Partners,Sha Tin District,schow@hcp-china.com/ adminhk@hcp-china.com,,Office Staff / Executive Search,28400406,2014
764,764,"29th floor, One Pacific Centre, 414 Kwun Tong Road, Kwun Tong, Kowloon",None,Human Sources,Kwun Tong District,info@humansources.com.hk,81486304,Office Staff / Executive Search,28158205,2000
765,765,"7th floor, OTB Building, 259-265 Des Voeux Road Central, Sheung Wan, Hong Kong",None,Hunter Guide Holding Limited,Central and Western District,cs@hunterguide.com.hk,None,Other Non-office Worker,25452112,2019
766,766,"Room 1005, 10th floor, 299 QRC, 287-299 Queen's Road Central, Central, Hong Kong",None,Huntman Consultancy Limited,Central and Western District,joel.li@probasecap.com,39027901,Office Staff / Executive Search,37412488,2015
767,767,"10th floor, YF Life Tower, 33 Lockhart Road, Wan Chai, Hong Kong",None,Huxley Associates,Wan Chai District,a.ward@sthree.com,39053998,Office Staff / Executive Search,39053999,2008
768,768,"Room B3, 11th floor, Tai Cheong Liberal Factory Building, 3 Wing Ming Street, Cheung Sha Wan, Kowloon",None,I-helper Employment Agency Company Limited,Sham Shui Po District,leoleung80@hotmail.com,,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",68552446,2017
769,769,"17th floor, 80 Gloucester Road, Wan Chai, Hong Kong",None,IAAS Consulting Group,Wan Chai District,martin.ma@iaas.com.hk,None,"Local Domestic Helpers, Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker",82088823,2017
770,770,"Room 105-106, 17th floor, 40 Bonham Strand, Sheung Wan, Hong Kong",None,IKAS INTERNATIONAL (ASIA) LIMITED,Central and Western District,lma@ikasinternational.com,,Office Staff / Executive Search,30080371,2009
771,771,"Room 1805-09, 18th floor, Hong Kong Plaza, 188 Connaught Road West, Sai Wan, Hong Kong",None,IKON SOLUTIONS LIMITED,Central and Western District,mohindar@ikonlink.com,25591920,"Office Staff / Executive Search, Imported Worker, Other Non-office Worker",28594361,2009
772,772,"3rd floor, Dah Sing Life Building, 99-105 Des Voeux Road Central, Central, Hong Kong",None,ILEX SERVICES (HONG KONG) LIMITED,Central and Western District,None,None,Office Staff / Executive Search,None,2019
773,773,"Unit 26, 19th floor, Metro Centre I, 32 Lam Hing Street, Kowloon Bay, Kowloon",None,IN AND IN MANAGEMENT LIMITED,Kwun Tong District,consultants@inanin.com,31139480,Office Staff / Executive Search,36120110,2009
774,774,"101 Wong Nai Tun Tsuen, Tai Tong, Yuen Long, New Territories",None,INDO INDAH EMPLOYMENT AGENCY,None,None,None,Foreign Domestic Helpers,None,2009
775,775,"Room 8A, Ground floor, Po Fat Building, 5 Yu King Square, Yuen Long, New Territories",None,INDO INDAH EMPLOYMENT AGENCY,Yuen Long District,indo_indah_hk@yahoo.com.hk,24754311,"Local Domestic Helpers, Foreign Domestic Helpers",61193377,2012
776,776,"Shop 64F, Ground floor, Mount Sterling Mall, 10-16 Lai Wan Road, Mei Foo Sun Chuen, Mei Foo, Kowloon",None,INDO INDAH EMPLOYMENT AGENCY,Sham Shui Po District,None,24754311,Foreign Domestic Helpers,34858087,2014
777,777,"Unit B, Ground floor, Hon Bong Building, 598-600 Queen's Road West, Sai Wan, Hong Kong",None,INDO INDAH EMPLOYMENT AGENCY,Central and Western District,qb_indo_indah@yahoo.com.hk,28384222,Foreign Domestic Helpers,28384111,2018
778,778,"14th floor, Block 38, Lower Baguio Villa, 550 Victoria Road, Pok Fu Lam, Hong Kong",None,INFINIT CONNECT LIMITED,Southern District,NIHALAMIN@INFINITCONNECT.COM,None,"Office Staff / Executive Search, Imported Worker",91890013,2018
779,779,"28th floor, AIA Central, 1 Connaught Road Central, Central, Hong Kong",None,INFINITY 8 TALENTS,Central and Western District,info@infinity8talents.com,36516111,Office Staff / Executive Search,39606327,2009
780,780,"Room 2301, 23th floor, Futura Plaza, 111-113 How Ming Street, Kwun Tong, Kowloon",None,INITIATE-IDEALS CONSULTANTS LIMITED,Kwun Tong District,info@initiate-ideals.com,30115668,Office Staff / Executive Search,39145172,2011
781,781,"9th floor, Somptueux Central, 52 Wellington Street, Central, Hong Kong",None,INITIATIVE RECRUITMENT HONG KONG LIMITED,Central and Western District,info@initiative.com.hk,37520662,Other Non-office Worker,37520515,2009
782,782,"Office 4, 10th floor, Kwan Chart Tower, 6 Tonnochy Road, Wan Chai, Hong Kong",None,INS Global Limited,Wan Chai District,iris@executivesolutions.hk,37530021,Office Staff / Executive Search,31882245,2019
783,783,"Shop 22, Tsim Sha Tsui Mansion, 83-97 Nathan Road, Tsim Sha Tsui, Kowloon",None,INSPIRE SOLUTIONS LIMITED,Kowloon City District,contact@inspire.com.hk,23828882,Office Staff / Executive Search,23622214,2016
784,784,"Flat D, Block 5B, 18th floor, The Wings II, 12 Tong Chun Street, Tseung Kwan O, New Territories",None,INSTANT SEARCH,Sai Kung District,instantsearch@gmail.com,None,Office Staff / Executive Search,90155572,2014
785,785,"Flat A, 25th floor, TG Place, 10 Shing Yip Street, Kwun Tong, Kowloon",None,"INTELLECTUAL CAPITAL OUTSOURCING, LIMITED",Kwun Tong District,irecruit@ico.com.hk,28915381,Office Staff / Executive Search,28915397,2010
786,786,"Room 2301, 23rd floor, Futura Plaza, 111-113 How Ming Street, Kwun Tong, Kowloon",None,IPROMISE RECRUITMENT,Kwun Tong District,chris@i-promise.com.hk,None,Office Staff / Executive Search,67122763,2019
787,787,"16th floor, Man Yee Building, 60-68 Des Voeux Road Central, Central, Hong Kong",None,IPS Group (Asia) Limited,Central and Western District,None,37962600,Office Staff / Executive Search,34695339,2008
788,788,"10th floor, Beverly House, 93-107 Lockhart Road, Wan Chai, Hong Kong",None,IT Continues Steps,Wan Chai District,None,39065998,Office Staff / Executive Search,39065999,2008
789,789,"Room 3705, 37th floor, Hopewell Centre, 183 Queen's Road East, Wan Chai, Hong Kong",None,IT People Limited,Wan Chai District,general@itpeople.com.hk,28270713,Other Non-office Worker,28271171,1990
790,790,"Suite 2102, 21st floor, Lucky Building, 39 Wellington Street, Central, Hong Kong",None,IT SOLUTIONS LIMITED,None,None,None,Office Staff / Executive Search,None,1998
791,791,"1st floor, Everglory Centre, 1B Kimberley Street, Tsim Sha Tsui, Kowloon",None,IT WORKFORCE LIMITED,None,eric.hsu@itworkforce.com.hk,None,Office Staff / Executive Search,None,2011
792,792,"Unit 14, 5th floor, New City Centre, 2 Lei Yue Mun Road, Kwun Tong, Kowloon",None,IT-ec (HK) Limited,Kwun Tong District,HR@IT-ec.hk,37441047,"Local Domestic Helpers, Office Staff / Executive Search",35292380,2019
793,793,"Room 6-8, Block B, 1st floor, Proficient Industrial Centre, 6 Wang Kwun Road, Kowloon Bay, Kowloon",None,ITERATIVE CONSULTANCY SERVICE (HONG KONG) LIMITED,Kwun Tong District,kleung@iterative.com.hk,27810566,Office Staff / Executive Search,27810640,2012
794,794,"Flat 813, 8th floor, Sui Ying Industrial Building, 1 Yuk Yat Street, To Kwa Wan, Kowloon",None,ITT Human Resources Service,Kowloon City District,info@itthk.com.hk,35682560,Office Staff / Executive Search,34626510,2016
795,795,"Room 1202, 12th floor, Wan Chai Commercial Centre, 194-204 Johnston Road, Wanchai, Hong Kong",None,ITech Recruitment Limited,Wan Chai District,alexlee@itechrhk.com,37967777,Office Staff / Executive Search,28062528,2019
796,796,"Unit 6, 11th floor, Prosperity Place, 6 Shing Yip Street, Kwun Tong, Kowloon",None,Iconic Group (Hong Kong) Limited,Kwun Tong District,cpa-hk12@foxmail.com,81471892,Office Staff / Executive Search,36112392,2019
797,797,"Room 304, 3rd floor, Tuspark, 118 Wai Yip Street, Kwun Tong, Kowloon",None,InfinSight Limited,Kwun Tong District,may.cho@infinsight.co,None,Office Staff / Executive Search,66278715,2019
798,798,"Room 702-705, 7th floor, Yen Sheng Centre, 64 Hoi Yuen Road, Kwun Tong, Kowloon",None,Integrated Global Solutions Limited,Kwun Tong District,vincent.ng@igsl-group.com,30071488,Office Staff / Executive Search,23764982,2018
799,799,"Block K, 10th floor, Wah Lik Industrial Centre, 459-469 Castle Peak Road, Tsuen Wan, New Territories",None,Ivy's Agency (H.K.),Tsuen Wan District,ivys_agency_hk@yahoo.com,27803822,"Foreign Domestic Helpers, Imported Worker",31562003,1991
800,800,"7th floor, Gee Foo Commercial Building, 19 Waterloo Road, Yau Ma Tei, Kowloon",None,iOSTOL Human Resource Limited,Yau Tsim Mong District,iostolhumanresource@gmail.com,28503001,"Office Staff / Executive Search, Other Non-office Worker",55707977,2015
801,801,"Shop 285, 2nd floor, CKE Shopping Mall, 36-44 Nathan Road, Tsim Sha Tsui, Kowloon",None,J & G Happy Maids Employment Agency and General Merchandising,Yau Tsim Mong District,cheng_jeremy@ymail.com,37912456,"Local Domestic Helpers, Foreign Domestic Helpers",94012443,2013
802,802,"Room 31, 16th floor, Man Fai Building, 31 Man Yuen Street, Yau Ma Tei, Kowloon",None,J-Connection Company,Yau Tsim Mong District,joycelun77@yahoo.com.hk,None,Office Staff / Executive Search,60776106,2014
803,803,"Room 402, 4th floor, On Lok Yuen Building, 25 Des Voeux Road Central, Central, Hong Kong",None,J.C. SO (HONG KONG) RECRUITMENT AGENCY,Central and Western District,kitman1000@yahoo.com,None,Foreign Domestic Helpers,91782336,2011
804,804,"Unit 1010-1015, 10th floor, Tower B, New Mandarin Plaza, 14 Science Museum Road, Tsim Sha Tsui East, Kowloon",None,JABSAN RECRUITMENT,Yau Tsim Mong District,resume@jabsan.com,None,Office Staff / Executive Search,35848112,2015
805,805,"Rooms 601-605, 6th floor, Tai Yau Building, 181 Johnston Road, Wan Chai, Hong Kong",None,JAC Recruitment China (HK) Limited,Wan Chai District,jac.hk@jac-recruitment.com,25226768,Office Staff / Executive Search,25856700,2012
806,806,"Rooms 601-5, 6th floor, Tai Yau Building, 181 Johnston Road, Wanchai, Hong Kong",None,"JAC Recruitment Hong Kong Co., Limited",Wan Chai District,jac.hk@jac-recruitment.com,25226768,Office Staff / Executive Search,25856700,2011
807,807,"Room 613, 6th floor, Bank of America Tower, 12 Harcourt Road, Central, Hong Kong",None,JAPAN HEALTH CARE AND MANPOWER SERVICES COMPANY LIMITED,Central and Western District,None,25772601,Foreign Domestic Helpers,28816606,2017
808,808,"2nd floor, Eton Tower, 8 Hysan Avenue, Causeway Bay, Hong Kong",None,JE. Metier Limited,Wan Chai District,josephine@jemetier.com,30121802,Office Staff / Executive Search,28367675,2004
809,809,"Flat 2302, 23rd floor, New World Tower 1, 18 Queen's Road Central, Central, Hong Kong",None,JKS Consulting Limited,Central and Western District,jkim@jks-consulting.net,23266682,Office Staff / Executive Search,98396782,2012
810,810,"Shop C70B, 2nd floor, Kwai Chung Plaza, 7-11 Kwai Foo Road, Kwai Chung, New Territories",JL 僱傭站,JL Employment Centre,Kwai Tsing District,jlemployment@outlook.com,24791970,Foreign Domestic Helpers,24791977,2011
811,811,"Unit B, Shing Fung Industrial Park, DD212 Lot8 Hong Kin Road, Sai Kung, New Territories",None,JMJ Enterprises And Services Co.,Sai Kung District,janejmjbiz@gmail.com,27919369,"Local Domestic Helpers, Foreign Domestic Helpers",27917989,1994
812,812,"Flat A, 7th floor, Winner Building, 27-37 D'Aguilar Street, Central, Hong Kong",None,JN Employment Services,Central and Western District,jn@jnemployment.com,29730078,"Foreign Domestic Helpers, Office Staff / Executive Search, Imported Worker, Other Non-office Worker",25301730,1993
813,813,"Unit 1104A, 11th floor, Kai Tak Commercial Building, 317-319 Des Voeux Road Central, Sheung Wan, Hong Kong",None,JNS Professionals Limited,Central and Western District,info@jnspro.com,30169882,Office Staff / Executive Search,37575600,2014
814,814,"Rear Portion of 12th floor, Nathan Apartments, 506 Nathan Road, Yau Ma Tei, Kowloon",None,JOB CENTER CONSULTANCY LIMITED,Yau Tsim Mong District,jaye@jobcenterchk.com,None,Office Staff / Executive Search,21173866,2010
815,815,"1st floor, Moon House, 12 Hei Yuen Street, Tai Po, New Territories",None,JOB FOREST LIMITED,None,None,None,Office Staff / Executive Search,None,2013
816,816,"Room 701, 7th floor, Nan On Commercial Building, 69A Wuhu Street, Hung Hom, Kowloon",None,JOB GALLERY CONSULTANCY LIMITED,Kowloon City District,schung@job-gal.com,None,Office Staff / Executive Search,25282799,2010
817,817,"Shop 11A, Ground floor, 118 Connaught Road West, 118 Connaught Road West, Sai Ying Pun, Hong Kong",None,JOB'S ARE US COMPANY LIMITED,Central and Western District,jobr_rus@yahoo.com,28700568,"Local Domestic Helpers, Foreign Domestic Helpers, Imported Worker",28700567/65858905,2005
818,818,"Suite 1008, 10th floor, Prosperity Millennia Plaza, 663 King's Road, Quarry Bay, Hong Kong",None,JOB-BOX PERSONNEL,None,None,None,Office Staff / Executive Search,None,2015
819,819,"Unit 1503B, 15th floor, Federal Centre, 77 Sheung On Street, Chai Wan, Hong Kong",None,JOBEASY SERVICES COMPANY LIMITED,Eastern District,ecpcsl.job@gmail.com,28342748,Office Staff / Executive Search,25910293,2015
820,820,"Shop C9, 1st floor, Planet Square, 1-15 Tak Man Street, Hung Hom, Kowloon",None,JOIN-UP,Kowloon City District,js-employment@hotmail.com,28703933,Foreign Domestic Helpers,28702188,2014
821,821,"Room 103, 1st floor, Goodwill Industrial Building, 36-44 Pak Tin Par Street, Tsuen Wan, New Territories",None,JOINT TALENT EMPLOYMENT CONSULTANTS,None,None,None,Office Staff / Executive Search,None,2009
822,822,"Unit 1909, 19th floor, Fortress Tower, 250 King's Road, North Point, Hong Kong",None,JOWERS VARGAS,Eastern District,alejandro@evanjowers.com,None,"Office Staff / Executive Search, Other Non-office Worker",57257757,2018
823,823,"Room 747, 7th floor, Star House, 3 Salisbury Road, Tsim Sha Tsui, Kowloon",None,Jalt Partners (HK) Limited,Yau Tsim Mong District,jaltpartners@gmail.com,None,"Office Staff / Executive Search, Imported Worker",98666478,2019
